"month","age of oldest work (year)","number of premieres","population skewness","population standard deviation (year)"
1820-11-01 00:00:00.000,50.81095890410959,1,0.8175374666757284,15.754616273269018
1822-01-01 00:00:00.000,46.986301369863014,0,0.7643860341308237,11.112159296268581
1822-07-01 00:00:00.000,52.463013698630135,1,-0.12597893337743085,13.929792892848083
1824-03-01 00:00:00.000,54.512328767123286,1,0.7483989744664784,15.548735177246536
1824-04-01 00:00:00.000,45.416438356164385,1,0.8261731306897664,12.969162243454814
1824-05-01 00:00:00.000,54.71232876712329,1,1.4865117777446044,12.389013682016312
1824-06-01 00:00:00.000,55.33150684931507,1,0.6206840578849757,17.20743888700669
1826-02-01 00:00:00.000,47.26575342465753,0,0.8146427892952568,14.483657571290463
1826-12-01 00:00:00.000,57.271232876712325,1,1.831785294233771,14.515685762386966
1828-04-01 00:00:00.000,27.635616438356163,0,1.453313596633522,7.483964095068067
1828-08-01 00:00:00.000,41.07671232876712,0,1.4921745121668974,11.092436389960259
1828-11-01 00:00:00.000,38.2,2,1.2289341348983118,9.420665446346726
1830-02-01 00:00:00.000,32.178082191780824,0,0.5441164928977434,11.101279169953482
1831-02-01 00:00:00.000,46.6986301369863,1,1.1685430645755683,13.1169749866383
1832-07-01 00:00:00.000,40.038356164383565,0,,18.267123287671232
1832-10-01 00:00:00.000,40.298630136986304,1,0.21467354049008064,10.58970156663179
1832-12-01 00:00:00.000,63.84931506849315,1,1.5431975459386236,17.401197786434228
1833-06-01 00:00:00.000,26.15890410958904,1,2.2118112975768227,5.0229650018743675
1833-09-01 00:00:00.000,26.410958904109588,1,1.5491440971323567,7.4487051055382425
1834-07-01 00:00:00.000,22.268493150684932,2,1.3242927433698761,6.332529409576978
1834-12-01 00:00:00.000,63.18082191780822,1,2.073358543942908,20.109646381603095
1835-08-01 00:00:00.000,32.326027397260276,1,2.093768938056462,8.620954268040242
1836-03-01 00:00:00.000,64.41643835616438,0,2.2987658139449865,12.926743288661614
1837-07-01 00:00:00.000,39.463013698630135,0,2.338411386779987,8.344504106277363
1839-04-01 00:00:00.000,40.23013698630137,1,3.303797613096322,8.072237821527043
1839-11-01 00:00:00.000,18.616438356164384,1,3.7609102965258474,3.83829252609081
1840-01-01 00:00:00.000,34.8,0,6.650313912338954,4.248941214997775
1840-03-01 00:00:00.000,34.961643835616435,0,5.635080930331095,4.6701731070992665
1840-04-01 00:00:00.000,41.23013698630137,2,3.995236105650922,6.361545840201947
1840-07-01 00:00:00.000,41.484931506849314,1,2.5564417321999677,11.95986078388925
1841-05-01 00:00:00.000,15.465753424657533,0,1.611548891477791,4.90998567723851
1843-07-01 00:00:00.000,58.79178082191781,0,1.9241230086045062,14.828978790324282
1844-02-01 00:00:00.000,75.02465753424657,2,1.1892101607386814,29.574180964381977
1844-05-01 00:00:00.000,75.28493150684932,1,1.6915055882226075,26.15603679962721
1844-06-01 00:00:00.000,75.36712328767123,0,1.44424258598874,27.498296294977504
1845-06-01 00:00:00.000,76.36164383561643,0,1.2224407015535543,22.68035566593193
1845-10-01 00:00:00.000,76.65205479452055,1,1.542265655890028,18.13918812129228
1846-02-01 00:00:00.000,76.97808219178083,1,2.568924188516877,15.166186141797247
1846-04-01 00:00:00.000,61.558904109589044,0,1.8400598884089518,13.489933151142134
1846-07-01 00:00:00.000,74.77260273972603,0,0.8894537249102804,29.77100870525097
1846-08-01 00:00:00.000,74.84931506849315,1,1.4535240916532561,24.529560575728276
1846-11-01 00:00:00.000,77.78630136986301,0,1.7095685131678324,24.894683086022884
1847-04-01 00:00:00.000,78.16712328767123,1,3.36032196897113,13.074094879837885
1847-07-01 00:00:00.000,78.44931506849315,0,1.2278311640956485,26.173930923587708
1849-02-01 00:00:00.000,48.37534246575343,0,0.4338363514118875,18.495552116916897
1849-10-01 00:00:00.000,42.46027397260274,1,0.9561072885791759,13.284364131580151
1820-01-01 00:00:00.000,50.895890410958906,1,1.318309048065648,14.010627944125542
1821-07-01 00:00:00.000,51.893150684931506,1,0.806308310821108,12.747069853181864
1821-08-01 00:00:00.000,49.83013698630137,1,0.4736504953071254,13.876874231808863
1821-12-01 00:00:00.000,52.26301369863014,0,0.853638651815993,12.898972690901378
1823-01-01 00:00:00.000,51.24657534246575,2,1.1547749236497522,13.242344101642736
1823-04-01 00:00:00.000,51.53150684931507,1,1.0986080650736354,14.39412806880115
1823-08-01 00:00:00.000,51.824657534246576,3,1.2644786640636327,13.044000310003964
1824-10-01 00:00:00.000,55.66027397260274,0,0.5100499115079978,15.002905406011916
1825-08-01 00:00:00.000,55.56164383561644,2,1.3086538980370994,11.993354217790436
1825-11-01 00:00:00.000,56.74520547945205,1,0.9782398591334198,15.404111379939154
1826-06-01 00:00:00.000,35.276712328767125,0,0.7502012816252936,11.683063537134942
1827-02-01 00:00:00.000,57.47397260273973,0,1.3666338670297966,15.64400987078286
1827-07-01 00:00:00.000,44.347945205479455,1,0.5245602617567442,12.577859427627594
1829-01-01 00:00:00.000,59.4,1,1.5811052961230871,14.992207174740889
1830-01-01 00:00:00.000,38.99178082191781,1,0.7751303106672057,10.06430127365568
1830-06-01 00:00:00.000,26.246575342465754,0,1.1608582176875915,8.764213062462503
1831-12-01 00:00:00.000,39.443835616438356,0,0.8380564780132175,13.064786845218215
1833-01-01 00:00:00.000,63.868493150684934,2,1.5611111139868046,14.096095258699961
1833-02-01 00:00:00.000,32.342465753424655,0,0.8259226289592424,11.953863025196588
1834-11-01 00:00:00.000,27.53150684931507,0,4.442647851293367,3.9934449730218935
1835-07-01 00:00:00.000,25.610958904109587,1,2.083292704176859,6.204675148047
1836-02-01 00:00:00.000,47.11506849315069,0,1.717876602468573,14.510347610169514
1836-07-01 00:00:00.000,47.49041095890411,0,1.1828130258604856,13.09401057509752
1836-08-01 00:00:00.000,38.59452054794521,1,1.226828574642561,12.868250448487219
1836-11-01 00:00:00.000,67.17808219178082,1,1.4426701279313114,16.03850455827887
1836-12-01 00:00:00.000,47.983561643835614,1,0.9211739240421017,16.424356103072665
1837-08-01 00:00:00.000,33.42465753424658,2,2.072766796563904,8.455402586795143
1838-05-01 00:00:00.000,40.31506849315068,0,1.5289208177493734,13.777914261330375
1838-08-01 00:00:00.000,25.44109589041096,1,2.035278670281959,7.771958177209956
1838-12-01 00:00:00.000,40.487671232876714,2,2.627668473523022,11.140192065717324
1839-01-01 00:00:00.000,39.917808219178085,1,2.617793485025796,8.614197913128153
1839-10-01 00:00:00.000,40.71506849315068,1,4.855758117723694,6.288277177464858
1841-12-01 00:00:00.000,57.227397260273975,2,0.9792314145412482,21.96919054449953
1842-01-01 00:00:00.000,57.31232876712329,1,1.0554061452279546,22.167909302777
1842-06-01 00:00:00.000,57.723287671232875,1,0.25085095242506333,22.6023337923789
1844-04-01 00:00:00.000,75.1945205479452,0,1.0390461554370207,30.531995899836726
1846-05-01 00:00:00.000,61.63835616438356,2,1.4896139381013278,19.254190269197448
1846-12-01 00:00:00.000,77.84931506849315,0,1.9977138026448158,20.543020816976576
1848-01-01 00:00:00.000,76.25753424657535,0,2.3486391978142906,18.28348855044513
1848-02-01 00:00:00.000,37.98082191780822,2,1.6184057237278244,11.5618829422399
1848-08-01 00:00:00.000,79.5013698630137,1,1.8510315423685957,16.274388074120928
1849-03-01 00:00:00.000,80.1041095890411,0,1.127325113841283,23.110814649898163
1820-07-01 00:00:00.000,50.85753424657534,1,1.2295996040168145,14.012227664942946
1820-10-01 00:00:00.000,42.95616438356164,1,1.1752762142854087,11.492860827575699
1821-01-01 00:00:00.000,51.89041095890411,0,1.0151880813358665,12.924348083036035
1821-02-01 00:00:00.000,49.35342465753425,1,1.041008732683243,13.29288770991455
1821-06-01 00:00:00.000,51.367123287671234,0,0.695985895347602,13.231692809982533
1821-11-01 00:00:00.000,50.02739726027397,1,0.7935974606972509,12.805607883130858
1822-03-01 00:00:00.000,50.42465753424658,1,1.1784370448797563,13.14805364163311
1823-05-01 00:00:00.000,53.28493150684932,1,1.0868164481497373,14.680099500684896
1823-10-01 00:00:00.000,54.11780821917808,1,1.6805698076361613,13.56211865118636
1823-12-01 00:00:00.000,52.12054794520548,1,1.0620913985487126,11.60974960498907
1825-01-01 00:00:00.000,55.90684931506849,0,1.1387353274714798,16.227737083064927
1825-12-01 00:00:00.000,44.90958904109589,1,1.1145292311406383,13.143849338977514
1827-04-01 00:00:00.000,48.47123287671233,1,1.2777805908143527,14.766666248166421
1827-05-01 00:00:00.000,48.54520547945206,1,1.3559463969523178,13.986084759512691
1827-12-01 00:00:00.000,49.0958904109589,1,1.4949297900317062,10.562276056101805
1828-06-01 00:00:00.000,47.40547945205479,1,0.40466420081698457,14.564096350184487
1828-09-01 00:00:00.000,59.04931506849315,0,1.0133436192115723,12.29411882712183
1829-07-01 00:00:00.000,59.84931506849315,1,1.3888188975713516,12.237328913645085
1830-03-01 00:00:00.000,32.24383561643835,0,0.9498391341302507,11.201092216331672
1831-01-01 00:00:00.000,38.57808219178082,2,1.274933707608733,12.466966443898018
1831-05-01 00:00:00.000,61.69041095890411,1,1.518650300134218,14.115561441947294
1834-02-01 00:00:00.000,41.635616438356166,0,1.719052886962999,11.587966493220122
1834-03-01 00:00:00.000,41.701369863013696,0,0.984604968057253,12.264952481865576
1834-06-01 00:00:00.000,31.43013698630137,1,2.1993404327651724,8.422720500958569
1834-10-01 00:00:00.000,26.517808219178082,2,1.973624362021098,6.931784792146628
1835-01-01 00:00:00.000,63.23287671232877,0,1.8681463065958015,20.297852009212182
1836-04-01 00:00:00.000,64.45479452054795,2,1.6580532703435342,17.94274291454961
1836-09-01 00:00:00.000,36.057534246575344,1,1.5566591899915176,9.383405690836994
1839-09-01 00:00:00.000,13.536986301369863,2,2.09580667857616,4.184024403281096
1841-02-01 00:00:00.000,27.019178082191782,0,2.1164251023806258,6.615599498139709
1841-04-01 00:00:00.000,8.312328767123288,0,1.461670394587731,2.1322538105692357
1841-07-01 00:00:00.000,15.64931506849315,1,1.6499325927133701,5.413163902256667
1841-09-01 00:00:00.000,56.97808219178082,0,2.8659008803052917,14.47657780363853
1842-04-01 00:00:00.000,57.556164383561644,0,0.596942147425958,22.114567442413534
1842-09-01 00:00:00.000,57.97534246575343,0,1.3753085783111847,16.343527066673214
1842-11-01 00:00:00.000,58.07945205479452,1,2.57693549597308,11.946942877595909
1844-07-01 00:00:00.000,75.3890410958904,1,1.6342822238864332,23.511713105858792
1845-02-01 00:00:00.000,76.02465753424657,1,1.204865917067242,20.014530032355374
1845-11-01 00:00:00.000,61.14794520547945,1,1.5354086754673826,15.375733116071313
1846-10-01 00:00:00.000,75.02191780821917,0,1.4467331402200172,24.429996699533355
1848-04-01 00:00:00.000,38.136986301369866,0,0.9951037037861782,10.352814058841622
1848-12-01 00:00:00.000,41.676712328767124,1,1.1724133312099556,12.939069667295724
1849-01-01 00:00:00.000,48.293150684931504,1,1.2707013085313548,15.803198538332076
1849-08-01 00:00:00.000,50.58082191780822,0,0.9824335784774588,15.983130428418802
1820-06-01 00:00:00.000,51.298630136986304,1,1.0852338829996602,13.450546722249518
1821-05-01 00:00:00.000,46.35068493150685,0,0.7734855547481976,13.787424173427471
1822-09-01 00:00:00.000,52.635616438356166,1,0.4708903725383062,16.54685211842984
1823-11-01 00:00:00.000,53.76438356164383,0,1.2438191329612367,12.092586783108025
1825-06-01 00:00:00.000,34.81643835616438,1,1.0751129167583833,10.876093563920989
1825-07-01 00:00:00.000,56.38904109589041,1,1.4653984536011546,13.81974693237163
1825-10-01 00:00:00.000,46.93972602739726,0,0.506023115077417,16.028083127219272
1826-11-01 00:00:00.000,57.21095890410959,0,1.578936493443188,14.66879561921304
1827-09-01 00:00:00.000,58.04109589041096,1,1.039416024566499,16.09154650574391
1828-03-01 00:00:00.000,49.320547945205476,1,1.7254624068561848,11.21045369388292
1829-02-01 00:00:00.000,38.47671232876712,1,1.1093159815499132,11.259727032056418
1829-04-01 00:00:00.000,38.07671232876712,0,1.195053619144947,10.632358119849453
1829-10-01 00:00:00.000,30.71780821917808,0,0.8457552176120874,10.175126687700034
1830-08-01 00:00:00.000,38.153424657534245,1,1.052809313484635,10.924892291955986
1830-09-01 00:00:00.000,38.25479452054795,0,0.6530279986129839,13.527119945750771
1831-07-01 00:00:00.000,39.084931506849315,1,1.3455442287479633,12.630259483919074
1832-02-01 00:00:00.000,60.323287671232876,1,2.0435466109970557,11.970060165414022
1832-11-01 00:00:00.000,63.778082191780825,2,0.8422867779293937,13.389217825667556
1833-03-01 00:00:00.000,35.136986301369866,1,0.997221806945473,12.063272416300613
1833-10-01 00:00:00.000,29.61917808219178,0,1.583337963332297,8.764826611870538
1834-01-01 00:00:00.000,41.58904109589041,2,2.2077426916170775,10.227969418862502
1834-09-01 00:00:00.000,31.69041095890411,1,2.2394875652139365,6.995077411313648
1835-10-01 00:00:00.000,36.673972602739724,1,2.2489511428304265,8.527643098806578
1835-11-01 00:00:00.000,14.608219178082193,1,2.1627063651614558,2.973307040609944
1835-12-01 00:00:00.000,5.887671232876713,0,1.721779218915096,1.608980170628791
1836-01-01 00:00:00.000,36.96986301369863,2,1.3550265777695578,12.180478339755561
1836-05-01 00:00:00.000,47.33150684931507,1,1.1513682604494306,14.416951412253542
1838-01-01 00:00:00.000,68.33424657534246,1,1.525117838219112,16.729905106525976
1838-06-01 00:00:00.000,40.42739726027397,1,1.668748822959703,11.43038835593591
1838-09-01 00:00:00.000,40.68493150684932,1,1.9844775558853638,10.715602598445368
1839-03-01 00:00:00.000,40.6986301369863,1,4.629480756112806,7.603596818053971
1840-02-01 00:00:00.000,34.89041095890411,2,4.181581982466404,5.297832865727965
1842-07-01 00:00:00.000,57.794520547945204,0,0.7540504335540921,19.167976848160258
1843-08-01 00:00:00.000,58.821917808219176,0,1.9335552533243632,11.110054512175111
1843-12-01 00:00:00.000,74.86575342465754,1,1.11250065264696,27.752993072883278
1844-01-01 00:00:00.000,74.95068493150686,0,0.8370160049504191,29.97104396540425
1844-03-01 00:00:00.000,75.09041095890412,1,1.4896051986622696,25.347958561316908
1844-09-01 00:00:00.000,75.61643835616438,1,1.830183316481866,21.25807602597614
1845-07-01 00:00:00.000,76.44109589041096,0,1.5099715964888316,22.13654069562963
1845-12-01 00:00:00.000,76.85753424657534,0,1.442681334820177,19.433562940162336
1846-01-01 00:00:00.000,76.95616438356164,0,1.7805179974738554,19.521885182794925
1847-03-01 00:00:00.000,78.08493150684932,1,1.9233170419563181,22.903316049236913
1847-11-01 00:00:00.000,37.78630136986301,0,0.6869106617511425,10.662209565401051
1847-12-01 00:00:00.000,34.465753424657535,1,0.4459111377874478,8.90410065030824
1848-05-01 00:00:00.000,41.09041095890411,0,1.1380459897808235,15.037540828520777
1848-09-01 00:00:00.000,79.59178082191781,1,1.9540926514235089,16.810878106486676
